Site Name:,Snake Range West Pinyon-Juniper,,Snake Range West Subalpine,,Snake Range West Montane,
Deployment:,Wind velocity monitor,,Wind velocity monitor,,Wind velocity monitor,
Monitored System:,Atmosphere,,Atmosphere,,Atmosphere,
Measured Property:,Wind speed,,Wind speed,,Wind speed,
Vertical Offset from Surface:,10m height,,10m height,,10m height,
Units:,m/s,,m/s,,m/s,
Measurement Type:,Average,,Average,,Average,
Aggregation interval:,1-Hour aggregates of 00:10:00 data,,1-Hour aggregates of 00:10:00 data,,1-Hour aggregates of 00:10:00 data,
Time Stamp ((UTC-08:00) Pacific Time (US & Canada)),Aggregated Value,Number of Constituient Values,Aggregated Value,Number of Constituient Values,Aggregated Value,Number of Constituient Values
2/15/2016 11:00:00 AM,1.310870293000000000,6,1.939110506000000000,6,1.091224640000000000,6
2/15/2016 12:00:00 PM,1.457722933000000000,6,1.861102026000000000,6,1.060974933000000000,6
2/15/2016 1:00:00 PM,1.977928480000000000,6,1.709704480000000000,6,1.149265333000000000,6
2/15/2016 2:00:00 PM,1.738091520000000000,6,1.363770026000000000,6,0.746631306000000000,6
2/15/2016 3:00:00 PM,1.628939253000000000,6,2.237360693000000000,6,0.861818613000000000,6
2/15/2016 4:00:00 PM,2.038204373000000000,6,2.098852800000000000,6,0.884096106000000000,6
2/15/2016 5:00:00 PM,1.650099146000000000,6,1.371816746000000000,6,0.943105386000000000,6
2/15/2016 6:00:00 PM,0.842595893000000000,6,3.188736320000000000,6,0.623173760000000000,6
2/15/2016 7:00:00 PM,0.815177440000000000,6,3.399217653000000000,6,0.874708266000000000,6
2/15/2016 8:00:00 PM,0.769430346000000000,6,2.732830026000000000,6,1.084370026000000000,6
2/15/2016 9:00:00 PM,0.960614453000000000,6,2.635077280000000000,6,0.432138666000000000,6
2/15/2016 10:00:00 PM,1.001220586000000000,6,1.886434293000000000,6,1.617837760000000000,6
2/15/2016 11:00:00 PM,0.345785440000000000,6,1.403780106000000000,6,1.779293706000000000,6
2/16/2016 12:00:00 AM,0.460004160000000000,6,1.338363253000000000,6,1.555699200000000000,6
2/16/2016 1:00:00 AM,1.002040160000000000,6,1.676996053000000000,6,1.450272266000000000,6
2/16/2016 2:00:00 AM,0.562897866000000000,6,2.458421973000000000,6,1.494454720000000000,6
2/16/2016 3:00:00 AM,1.281291146000000000,6,2.098405760000000000,6,0.908012746000000000,6
2/16/2016 4:00:00 AM,1.318693493000000000,6,2.512737333000000000,6,1.022753013000000000,6
2/16/2016 5:00:00 AM,0.879104160000000000,6,2.412600373000000000,6,0.634722293000000000,6
2/16/2016 6:00:00 AM,0.592551520000000000,6,3.325754080000000000,6,1.056355520000000000,6
2/16/2016 7:00:00 AM,0.535777440000000000,6,3.259294133000000000,6,1.694356106000000000,6
2/16/2016 8:00:00 AM,0.239464426000000000,6,3.224872053000000000,6,1.449080160000000000,6
2/16/2016 9:00:00 AM,0.427295733000000000,6,2.998222773000000000,6,1.182495306000000000,6
2/16/2016 10:00:00 AM,0.303689173000000000,6,2.485989440000000000,6,0.664822986000000000,6
2/16/2016 11:00:00 AM,0.770026400000000000,6,2.342787626000000000,6,0.732102506000000000,6
2/16/2016 12:00:00 PM,0.840882240000000000,6,3.092399200000000000,6,0.692092426000000000,6
2/16/2016 1:00:00 PM,0.857422720000000000,6,3.054698826000000000,6,0.774422293000000000,6
2/16/2016 2:00:00 PM,1.110372853000000000,6,2.538293120000000000,6,0.886256800000000000,6
2/16/2016 3:00:00 PM,1.138163840000000000,6,2.746166720000000000,6,0.724800853000000000,6
2/16/2016 4:00:00 PM,0.985797706000000000,6,2.812626666000000000,6,0.661395680000000000,6
2/16/2016 5:00:00 PM,0.470509600000000000,6,2.868134133000000000,6,0.593818133000000000,6
2/16/2016 6:00:00 PM,0.603951040000000000,6,2.645880746000000000,6,0.557607893000000000,6
2/16/2016 7:00:00 PM,0.471627200000000000,6,3.275387573000000000,6,0.826502453000000000,6
2/16/2016 8:00:00 PM,0.649176586000000000,6,3.602695360000000000,6,0.911142026000000000,6
2/16/2016 9:00:00 PM,1.236959680000000000,6,3.617745706000000000,6,1.970477813000000000,6
2/16/2016 10:00:00 PM,1.611057653000000000,6,3.458599466000000000,6,2.251665973000000000,6
2/16/2016 11:00:00 PM,1.183389386000000000,6,3.607091253000000000,6,2.448810613000000000,6
2/17/2016 12:00:00 AM,1.116407893000000000,6,3.691507306000000000,6,3.133452373000000000,6
2/17/2016 1:00:00 AM,1.904539413000000000,6,3.657308746000000000,6,3.501217280000000000,6
2/17/2016 2:00:00 AM,1.157908106000000000,6,3.825619306000000000,6,2.842876373000000000,6
2/17/2016 3:00:00 AM,2.116287360000000000,6,4.106807466000000000,6,2.249654293000000000,6
2/17/2016 4:00:00 AM,1.283824373000000000,6,4.734898666000000000,6,2.821269440000000000,6
2/17/2016 5:00:00 AM,1.779666240000000000,6,5.243034133000000000,6,3.297590560000000000,6
2/17/2016 6:00:00 AM,2.368045386000000000,6,5.102961600000000000,6,3.702608800000000000,6
2/17/2016 7:00:00 AM,2.817320586000000000,6,5.274326933000000000,6,4.056366453000000000,6
2/17/2016 8:00:00 AM,3.183446346000000000,6,5.693054400000000000,6,4.082592800000000000,6
2/17/2016 9:00:00 AM,3.343859200000000000,6,6.111036800000000000,6,4.351487360000000000,6
2/17/2016 10:00:00 AM,2.636269386000000000,6,5.694544533000000000,6,4.717762133000000000,6
2/17/2016 11:00:00 AM,2.280723573000000000,6,7.372434666000000000,6,5.392792533000000000,6
2/17/2016 12:00:00 PM,3.588762613000000000,6,7.177972266000000000,6,4.674548266000000000,6
2/17/2016 1:00:00 PM,3.889844053000000000,6,7.198834133000000000,6,5.960533333000000000,6
2/17/2016 2:00:00 PM,4.891362666000000000,6,7.650344533000000000,6,5.801834133000000000,6
2/17/2016 3:00:00 PM,2.629563786000000000,6,7.815749333000000000,6,5.447182400000000000,6
2/17/2016 4:00:00 PM,5.861812000000000000,6,8.283651200000000000,6,4.977790400000000000,6
2/17/2016 5:00:00 PM,4.707778240000000000,6,8.089188800000000000,6,3.660587040000000000,6
2/17/2016 6:00:00 PM,2.634332213000000000,6,7.661520533000000000,6,4.593559520000000000,6
2/17/2016 7:00:00 PM,1.518743893000000000,6,7.160090666000000000,6,3.362634880000000000,6
2/17/2016 8:00:00 PM,1.546013333000000000,6,6.161701333000000000,6,3.591295840000000000,6
2/17/2016 9:00:00 PM,1.676400000000000000,6,5.756385066000000000,6,4.745925653000000000,6
2/17/2016 10:00:00 PM,2.633214613000000000,6,5.738503466000000000,6,5.131274133000000000,6
2/17/2016 11:00:00 PM,3.489072693000000000,6,6.871004800000000000,6,6.733167466000000000,6
2/18/2016 12:00:00 AM,3.332385173000000000,6,6.936570666000000000,6,6.644504533000000000,6
2/18/2016 1:00:00 AM,4.641765333000000000,6,7.174992000000000000,6,8.418508266000000000,6
2/18/2016 2:00:00 AM,3.609177440000000000,6,7.598189866000000000,6,8.408822400000000000,6
2/18/2016 3:00:00 AM,3.739564106000000000,6,7.629482666000000000,6,6.469413866000000000,6
2/18/2016 4:00:00 AM,3.633764640000000000,6,7.947626133000000000,6,8.209889600000000000,6
2/18/2016 5:00:00 AM,4.385760426000000000,6,8.248633066000000000,6,7.100485333000000000,6
2/18/2016 6:00:00 AM,4.540436266000000000,6,8.516112000000000000,6,8.678536533000000000,6
2/18/2016 7:00:00 AM,7.327730666000000000,6,8.837235733000000000,6,8.653204266000000000,6
2/18/2016 8:00:00 AM,8.519092266000000000,6,9.693317333000000000,6,8.154754666000000000,6
2/18/2016 9:00:00 AM,11.900204800000000000,6,9.718649600000000000,6,6.887396266000000000,6
2/18/2016 10:00:00 AM,12.862830933000000000,6,9.668730133000000000,6,6.718266133000000000,6
2/18/2016 11:00:00 AM,8.604029866000000000,6,7.146679466000000000,6,5.158096533000000000,6
2/18/2016 12:00:00 PM,3.263690026000000000,6,4.348209066000000000,6,2.564593973000000000,6
2/18/2016 1:00:00 PM,1.328155840000000000,6,5.278797333000000000,6,2.187441226000000000,6
2/18/2016 2:00:00 PM,2.366778773000000000,6,4.678273600000000000,6,2.230878613000000000,6
2/18/2016 3:00:00 PM,3.515597066000000000,6,5.013553600000000000,6,2.579793333000000000,6
2/18/2016 4:00:00 PM,2.842280320000000000,6,4.094886400000000000,6,2.231027626000000000,6
2/18/2016 5:00:00 PM,3.520961546000000000,6,3.224201493000000000,6,1.731236906000000000,6
2/18/2016 6:00:00 PM,1.843220426000000000,6,2.752276266000000000,6,1.259833226000000000,6
2/18/2016 7:00:00 PM,1.461597280000000000,6,2.635971360000000000,6,0.967320053000000000,6
2/18/2016 8:00:00 PM,2.020844320000000000,6,2.636716426000000000,6,2.416549226000000000,6
2/18/2016 9:00:00 PM,2.377880266000000000,6,2.455590720000000000,6,3.088822880000000000,6
2/18/2016 10:00:00 PM,2.262171413000000000,6,2.687231946000000000,6,2.909336320000000000,6
2/18/2016 11:00:00 PM,2.683059573000000000,6,2.705858613000000000,6,3.706632160000000000,6
2/19/2016 12:00:00 AM,2.204652266000000000,6,3.190375466000000000,6,3.839403040000000000,6
2/19/2016 1:00:00 AM,1.877046453000000000,6,3.068855093000000000,6,4.051150986000000000,6
2/19/2016 2:00:00 AM,2.466096160000000000,6,3.201253440000000000,6,3.878817066000000000,6
2/19/2016 3:00:00 AM,2.234827466000000000,6,3.462622826000000000,6,3.777562506000000000,6
2/19/2016 4:00:00 AM,2.645508213000000000,6,3.359282080000000000,6,4.534475733000000000,6
2/19/2016 5:00:00 AM,2.008848746000000000,6,3.396907946000000000,6,4.333307733000000000,6
2/19/2016 6:00:00 AM,0.738957120000000000,6,3.663120266000000000,6,3.951088533000000000,6
2/19/2016 7:00:00 AM,1.952819733000000000,6,4.199940800000000000,6,3.205351306000000000,6
2/19/2016 8:00:00 AM,3.150588906000000000,6,4.590355733000000000,6,3.549944640000000000,6
2/19/2016 9:00:00 AM,3.151259466000000000,6,4.945007466000000000,6,3.019308160000000000,6
2/19/2016 10:00:00 AM,1.846722240000000000,6,5.335422400000000000,6,3.082266293000000000,6
2/19/2016 11:00:00 AM,2.982427360000000000,6,5.938926400000000000,6,2.719865866000000000,6
2/19/2016 12:00:00 PM,3.334769386000000000,6,5.094020800000000000,6,3.529157280000000000,6
2/19/2016 1:00:00 PM,4.376447093000000000,6,4.546396800000000000,6,2.835425706000000000,6
2/19/2016 2:00:00 PM,5.289228266000000000,6,4.623883733000000000,6,3.348180586000000000,6
2/19/2016 3:00:00 PM,4.154938773000000000,6,4.622393600000000000,6,2.217541920000000000,6
2/19/2016 4:00:00 PM,4.221696746000000000,6,5.344363200000000000,6,1.527386666000000000,6
2/19/2016 5:00:00 PM,3.497119413000000000,6,5.645370133000000000,6,1.201792533000000000,6
2/19/2016 6:00:00 PM,2.311047786000000000,6,5.308600000000000000,6,0.933866560000000000,6
2/19/2016 7:00:00 PM,2.204354240000000000,6,4.848148800000000000,6,2.380637013000000000,6
2/19/2016 8:00:00 PM,1.522618240000000000,6,5.005357866000000000,6,2.364841600000000000,6
2/19/2016 9:00:00 PM,1.997598240000000000,6,4.656666666000000000,6,2.212549973000000000,6
2/19/2016 10:00:00 PM,2.337274133000000000,6,5.438241600000000000,6,2.613544853000000000,6
2/19/2016 11:00:00 PM,1.828319093000000000,6,4.873481066000000000,6,1.496242880000000000,6
2/20/2016 12:00:00 AM,2.270516160000000000,6,5.737758400000000000,6,1.830852320000000000,6
2/20/2016 1:00:00 AM,1.970626826000000000,6,5.448672533000000000,6,1.064327733000000000,6
2/20/2016 2:00:00 AM,1.323387413000000000,6,4.827286933000000000,6,0.862861706000000000,6
2/20/2016 3:00:00 AM,1.828766133000000000,6,4.644000533000000000,6,1.209019680000000000,6
2/20/2016 4:00:00 AM,1.410560213000000000,6,4.293819200000000000,6,1.446472426000000000,6
2/20/2016 5:00:00 AM,1.533868746000000000,6,3.045087466000000000,6,0.764810933000000000,6
2/20/2016 6:00:00 AM,0.996824693000000000,6,4.148307680000000000,6,1.215352746000000000,6
2/20/2016 7:00:00 AM,0.905852053000000000,6,4.377639200000000000,6,1.294627840000000000,6
2/20/2016 8:00:00 AM,1.189051893000000000,6,5.103706666000000000,6,3.524388853000000000,6
2/20/2016 9:00:00 AM,2.189899946000000000,6,4.592590933000000000,6,3.518800853000000000,6
2/20/2016 10:00:00 AM,1.998790346000000000,6,3.276132640000000000,6,2.321851253000000000,6
2/20/2016 11:00:00 AM,2.462892373000000000,6,2.462892373000000000,6,2.235796053000000000,6
2/20/2016 12:00:00 PM,2.038502400000000000,6,2.046251093000000000,6,0.984978133000000000,6
2/20/2016 1:00:00 PM,1.625288426000000000,6,2.632469546000000000,6,1.332700746000000000,6
2/20/2016 2:00:00 PM,2.315816213000000000,6,2.571150560000000000,6,1.116556906000000000,6
2/20/2016 3:00:00 PM,2.187441226000000000,6,2.753021333000000000,6,0.789547146000000000,6
2/20/2016 4:00:00 PM,2.063238613000000000,6,2.348450133000000000,6,0.747301866000000000,6
2/20/2016 5:00:00 PM,1.171468320000000000,6,2.293017173000000000,6,0.507092373000000000,6
2/20/2016 6:00:00 PM,1.324057973000000000,6,2.172316373000000000,6,0.298920746000000000,6
2/20/2016 7:00:00 PM,1.256033386000000000,6,2.272825866000000000,6,0.519982026000000000,6
2/20/2016 8:00:00 PM,0.918369173000000000,6,2.956573546000000000,6,0.632710613000000000,6
2/20/2016 9:00:00 PM,1.602712906000000000,6,2.530097386000000000,6,1.565906613000000000,6
2/20/2016 10:00:00 PM,0.597021920000000000,6,2.668605280000000000,6,1.614932000000000000,6
2/20/2016 11:00:00 PM,1.438798240000000000,6,3.449584160000000000,6,1.500117226000000000,6
2/21/2016 12:00:00 AM,1.166550880000000000,6,2.355453760000000000,6,2.215381226000000000,6
2/21/2016 1:00:00 AM,1.129148533000000000,6,3.026907840000000000,6,1.044508960000000000,6
2/21/2016 2:00:00 AM,0.719063840000000000,6,2.885121653000000000,6,1.607928373000000000,6
2/21/2016 3:00:00 AM,1.005690986000000000,6,2.731637920000000000,6,0.989523040000000000,6
2/21/2016 4:00:00 AM,0.554851146000000000,6,3.218762506000000000,6,0.485187413000000000,6
2/21/2016 5:00:00 AM,0.525272000000000000,6,2.152572106000000000,6,0.639788746000000000,6
2/21/2016 6:00:00 AM,0.577352160000000000,6,2.995987573000000000,6,0.734114186000000000,6
2/21/2016 7:00:00 AM,0.356216373000000000,6,2.547159413000000000,6,0.681139946000000000,6
2/21/2016 8:00:00 AM,0.324774560000000000,6,2.582401066000000000,6,0.786045333000000000,6
2/21/2016 9:00:00 AM,0.454267146000000000,6,3.001650080000000000,6,0.848407413000000000,6
2/21/2016 10:00:00 AM,0.495767360000000000,6,2.299573760000000000,6,0.945862133000000000,6
2/21/2016 11:00:00 AM,0.702001813000000000,6,1.415030613000000000,6,1.188008800000000000,6
2/21/2016 12:00:00 PM,0.947501280000000000,6,1.696740320000000000,6,1.356393866000000000,6
2/21/2016 1:00:00 PM,1.099941920000000000,6,2.383617280000000000,6,1.127434880000000000,6
2/21/2016 2:00:00 PM,2.103919253000000000,6,2.850327040000000000,6,1.126391786000000000,6
2/21/2016 3:00:00 PM,2.275210080000000000,6,2.758087786000000000,6,1.175342666000000000,6
2/21/2016 4:00:00 PM,1.940675146000000000,6,2.391291466000000000,6,1.210658826000000000,6
2/21/2016 5:00:00 PM,2.124855626000000000,6,1.551899360000000000,6,1.366005226000000000,6
2/21/2016 6:00:00 PM,1.547205440000000000,6,2.333250773000000000,6,2.012872106000000000,6
2/21/2016 7:00:00 PM,1.268550506000000000,6,1.637060480000000000,6,1.241802613000000000,6
2/21/2016 8:00:00 PM,1.298725706000000000,6,1.076248800000000000,6,0.653497973000000000,6
2/21/2016 9:00:00 PM,0.864277333000000000,6,2.122173386000000000,6,0.322986400000000000,6
2/21/2016 10:00:00 PM,0.771144000000000000,6,2.295401386000000000,6,0.543824160000000000,6
2/21/2016 11:00:00 PM,1.046744160000000000,6,2.023377546000000000,6,0.983935040000000000,6
2/22/2016 12:00:00 AM,1.153586720000000000,6,2.897117226000000000,6,0.790813760000000000,6
2/22/2016 1:00:00 AM,1.883305013000000000,6,4.313190933000000000,6,2.945919093000000000,6
2/22/2016 2:00:00 AM,1.288518293000000000,6,4.135865066000000000,6,2.954487360000000000,6
2/22/2016 3:00:00 AM,0.942062293000000000,6,3.660065493000000000,6,1.709778986000000000,6
2/22/2016 4:00:00 AM,1.489313760000000000,6,2.704815520000000000,6,2.165461760000000000,6
2/22/2016 5:00:00 AM,1.488717706000000000,6,4.129904533000000000,6,3.304519680000000000,6
2/22/2016 6:00:00 AM,2.932507893000000000,6,3.684727200000000000,6,3.194547840000000000,6
2/22/2016 7:00:00 AM,1.319140533000000000,6,3.151408480000000000,6,1.887179360000000000,6
2/22/2016 8:00:00 AM,2.290409440000000000,6,3.459940586000000000,6,2.427576213000000000,6
2/22/2016 9:00:00 AM,1.493858666000000000,6,3.693891520000000000,6,2.702654826000000000,6
2/22/2016 10:00:00 AM,3.096646080000000000,6,3.037487786000000000,6,1.753514400000000000,6
2/22/2016 11:00:00 AM,3.373438346000000000,6,2.544775200000000000,6,1.911990080000000000,6
2/22/2016 12:00:00 PM,2.577185600000000000,6,1.421512693000000000,6,2.161363893000000000,6
2/22/2016 1:00:00 PM,3.138518826000000000,6,2.207185493000000000,6,2.270814186000000000,6
2/22/2016 2:00:00 PM,3.386551520000000000,6,2.707795786000000000,6,2.141470613000000000,6
2/22/2016 3:00:00 PM,3.983424426000000000,6,2.131784746000000000,6,2.516239146000000000,6
2/22/2016 4:00:00 PM,3.572669173000000000,6,2.487256053000000000,6,3.320017066000000000,6
2/22/2016 5:00:00 PM,3.881871840000000000,6,2.500667253000000000,6,2.216573333000000000,6
2/22/2016 6:00:00 PM,3.321134666000000000,6,2.332803733000000000,6,3.292300586000000000,6
2/22/2016 7:00:00 PM,3.384986880000000000,6,2.967451520000000000,6,3.597628906000000000,6
2/22/2016 8:00:00 PM,2.820002826000000000,6,2.820896906000000000,6,3.670943466000000000,6
2/22/2016 9:00:00 PM,3.804533920000000000,6,4.084529973000000000,6,3.723396160000000000,6
2/22/2016 10:00:00 PM,4.308273493000000000,6,4.120069653000000000,6,4.939046933000000000,6
2/22/2016 11:00:00 PM,4.573964266000000000,6,4.853364266000000000,6,4.745329600000000000,6
2/23/2016 12:00:00 AM,5.062728000000000000,6,4.628950186000000000,6,4.450283200000000000,6
2/23/2016 1:00:00 AM,5.440476800000000000,6,3.272928853000000000,6,4.392168000000000000,6
2/23/2016 2:00:00 AM,5.960533333000000000,6,2.183417866000000000,6,4.423758826000000000,6
2/23/2016 3:00:00 AM,3.296249440000000000,6,2.853977866000000000,6,1.338065226000000000,6
2/23/2016 4:00:00 AM,1.551601333000000000,6,3.275685600000000000,6,0.804299466000000000,6
2/23/2016 5:00:00 AM,2.288397760000000000,6,2.825367306000000000,6,1.624245333000000000,6
2/23/2016 6:00:00 AM,2.706380160000000000,6,3.834262080000000000,6,3.998996320000000000,6
2/23/2016 7:00:00 AM,1.816994080000000000,6,4.255820800000000000,6,1.255809866000000000,6
2/23/2016 8:00:00 AM,0.977900000000000000,6,4.968104533000000000,6,3.478939786000000000,6
2/23/2016 9:00:00 AM,1.557487360000000000,6,5.068688533000000000,6,3.118476533000000000,6
2/23/2016 10:00:00 AM,0.871355466000000000,6,4.985241066000000000,6,1.792406880000000000,6
2/23/2016 11:00:00 AM,1.356840906000000000,6,5.080609600000000000,6,1.723413706000000000,6
2/23/2016 12:00:00 PM,1.565683093000000000,6,4.085722080000000000,6,1.561063680000000000,6
2/23/2016 1:00:00 PM,1.788681546000000000,6,2.206365920000000000,6,1.152245600000000000,6
2/23/2016 2:00:00 PM,1.661573173000000000,6,2.447842026000000000,6,0.995856106000000000,6
2/23/2016 3:00:00 PM,1.878462080000000000,6,1.158653173000000000,6,1.316532800000000000,6
2/23/2016 4:00:00 PM,1.602265866000000000,6,1.322418826000000000,6,1.095322506000000000,6
2/23/2016 5:00:00 PM,1.582670613000000000,6,1.451166346000000000,6,1.081240746000000000,6
2/23/2016 6:00:00 PM,0.739404160000000000,6,3.227032746000000000,6,0.645078720000000000,6
2/23/2016 7:00:00 PM,0.804075946000000000,6,1.908562773000000000,6,0.983488000000000000,6
2/23/2016 8:00:00 PM,0.637851573000000000,6,1.643021013000000000,6,0.974398186000000000,6
2/23/2016 9:00:00 PM,0.480940533000000000,6,1.360566240000000000,6,1.032736906000000000,6
2/23/2016 10:00:00 PM,0.861073546000000000,6,1.305207786000000000,6,0.403006560000000000,6
2/23/2016 11:00:00 PM,0.743651040000000000,6,2.194742880000000000,6,1.316830826000000000,6
2/24/2016 12:00:00 AM,1.057547626000000000,6,3.224797546000000000,6,2.318572960000000000,6
2/24/2016 1:00:00 AM,1.339480853000000000,6,4.210371733000000000,6,2.988313386000000000,6
2/24/2016 2:00:00 AM,0.563642933000000000,6,3.909588320000000000,6,3.212354933000000000,6
2/24/2016 3:00:00 AM,0.626228533000000000,6,3.524612373000000000,6,3.306158826000000000,6
2/24/2016 4:00:00 AM,0.825980906000000000,6,3.003885280000000000,6,2.544253653000000000,6
2/24/2016 5:00:00 AM,0.710048533000000000,6,2.455814240000000000,6,2.477793706000000000,6
2/24/2016 6:00:00 AM,0.582120586000000000,6,3.914431253000000000,6,0.643141546000000000,6
2/24/2016 7:00:00 AM,0.879253173000000000,6,2.849656480000000000,6,0.434150346000000000,6
2/24/2016 8:00:00 AM,0.827545546000000000,6,1.579019786000000000,6,1.436488533000000000,6
2/24/2016 9:00:00 AM,0.679202773000000000,6,1.201569013000000000,6,1.116407893000000000,6
2/24/2016 10:00:00 AM,0.560215626000000000,6,1.583937226000000000,6,1.140399040000000000,6
2/24/2016 11:00:00 AM,1.466738240000000000,6,0.905032480000000000,6,1.544448693000000000,6
2/24/2016 12:00:00 PM,1.390964960000000000,6,1.119760693000000000,6,1.507493386000000000,6
2/24/2016 1:00:00 PM,1.794120533000000000,6,1.134513013000000000,6,1.062092533000000000,6
2/24/2016 2:00:00 PM,1.502650453000000000,6,1.488568693000000000,6,0.935133173000000000,6
2/24/2016 3:00:00 PM,1.368538453000000000,6,1.850373066000000000,6,0.846842773000000000,6
2/24/2016 4:00:00 PM,1.526492586000000000,6,1.660902613000000000,6,1.059484800000000000,6
2/24/2016 5:00:00 PM,1.291424053000000000,6,1.630354880000000000,6,0.787609973000000000,6
2/24/2016 6:00:00 PM,0.490328373000000000,6,2.331984160000000000,6,0.606484266000000000,6
2/24/2016 7:00:00 PM,1.121474346000000000,6,2.610639093000000000,6,0.190737066000000000,6
2/24/2016 8:00:00 PM,0.748792000000000000,6,2.278786400000000000,6,0.645525760000000000,6
2/24/2016 9:00:00 PM,0.636286933000000000,6,1.632739093000000000,6,0.934537120000000000,6
2/24/2016 10:00:00 PM,0.535926453000000000,6,1.339257333000000000,6,0.508209973000000000,6
2/24/2016 11:00:00 PM,0.734561226000000000,6,1.251712000000000000,6,0.545612320000000000,6
2/25/2016 12:00:00 AM,0.429232906000000000,6,2.017715040000000000,6,0.644780693000000000,6
2/25/2016 1:00:00 AM,0.419398026000000000,6,1.797100800000000000,6,0.810110986000000000,6
2/25/2016 2:00:00 AM,0.451510400000000000,6,1.884497120000000000,6,0.869641813000000000,6
2/25/2016 3:00:00 AM,1.077142880000000000,6,2.261873386000000000,6,0.718914826000000000,6
2/25/2016 4:00:00 AM,0.561854773000000000,6,2.020769813000000000,6,0.573775840000000000,6
2/25/2016 5:00:00 AM,0.558203946000000000,6,1.757090720000000000,6,0.607974400000000000,6
2/25/2016 6:00:00 AM,0.682183040000000000,6,2.579197280000000000,6,1.021113866000000000,6
2/25/2016 7:00:00 AM,0.546282880000000000,6,0.757285760000000000,6,1.038026880000000000,6
2/25/2016 8:00:00 AM,0.345859946000000000,6,0.577277653000000000,6,0.692986506000000000,6
2/25/2016 9:00:00 AM,0.324700053000000000,6,0.532722666000000000,6,0.262710506000000000,6
2/25/2016 10:00:00 AM,0.318665013000000000,6,0.770473440000000000,6,0.680320373000000000,6
2/25/2016 11:00:00 AM,1.269370080000000000,6,1.187636266000000000,6,0.828067093000000000,6
2/25/2016 12:00:00 PM,1.586023413000000000,6,1.793226453000000000,6,0.785374773000000000,6
2/25/2016 1:00:00 PM,1.364068053000000000,6,1.706053653000000000,6,1.014706293000000000,6
2/25/2016 2:00:00 PM,1.738017013000000000,6,1.959078293000000000,6,0.966947520000000000,6
2/25/2016 3:00:00 PM,2.124036053000000000,6,2.615631040000000000,6,0.945638613000000000,6
2/25/2016 4:00:00 PM,2.190570506000000000,6,3.085768106000000000,6,0.889386080000000000,6
2/25/2016 5:00:00 PM,1.666565120000000000,6,2.971251360000000000,6,0.778594666000000000,6
2/25/2016 6:00:00 PM,1.149786880000000000,6,2.970655306000000000,6,1.117823520000000000,6
2/25/2016 7:00:00 PM,0.650294186000000000,6,3.560599093000000000,6,1.891202720000000000,6
2/25/2016 8:00:00 PM,0.448083093000000000,6,4.199940800000000000,6,2.245630933000000000,6
2/25/2016 9:00:00 PM,0.475650560000000000,6,4.170063626000000000,6,1.579243306000000000,6
2/25/2016 10:00:00 PM,0.457992480000000000,6,3.895953600000000000,6,0.802883840000000000,6
2/25/2016 11:00:00 PM,0.250640426000000000,6,3.871664426000000000,6,0.707664320000000000,6
2/26/2016 12:00:00 AM,0.752591840000000000,6,3.313311466000000000,6,0.949587466000000000,6
2/26/2016 1:00:00 AM,0.399355733000000000,6,3.513659893000000000,6,0.892142826000000000,6
2/26/2016 2:00:00 AM,0.520354560000000000,6,3.455544693000000000,6,0.909577386000000000,6
2/26/2016 3:00:00 AM,0.721969600000000000,6,4.025595200000000000,6,0.948320853000000000,6
2/26/2016 4:00:00 AM,0.596574880000000000,6,3.669080800000000000,6,0.960986986000000000,6
2/26/2016 5:00:00 AM,0.456427840000000000,6,3.253706133000000000,6,0.970970880000000000,6
2/26/2016 6:00:00 AM,0.410680746000000000,6,2.835053173000000000,6,0.345934453000000000,6
2/26/2016 7:00:00 AM,0.644333653000000000,6,3.500323200000000000,6,0.405986826000000000,6
2/26/2016 8:00:00 AM,0.368286453000000000,6,1.226156213000000000,6,0.994440480000000000,6
2/26/2016 9:00:00 AM,0.700437173000000000,6,0.573403306000000000,6,1.027968480000000000,6
2/26/2016 10:00:00 AM,0.854218933000000000,6,0.960465440000000000,6,0.812197173000000000,6
2/26/2016 11:00:00 AM,1.748075413000000000,6,1.560691146000000000,6,1.048234293000000000,6
2/26/2016 12:00:00 PM,3.088822880000000000,6,1.600552213000000000,6,0.957932213000000000,6
2/26/2016 1:00:00 PM,3.305711786000000000,6,1.994543466000000000,6,1.221611306000000000,6
2/26/2016 2:00:00 PM,2.902183680000000000,6,2.629861813000000000,6,1.342759146000000000,6
2/26/2016 3:00:00 PM,3.167129386000000000,6,2.384138826000000000,6,1.891500746000000000,6
2/26/2016 4:00:00 PM,3.156921973000000000,6,3.015731840000000000,6,1.990222080000000000,6
2/26/2016 5:00:00 PM,2.950091466000000000,6,2.849581973000000000,6,2.040961120000000000,6
2/26/2016 6:00:00 PM,1.366452266000000000,6,2.776043893000000000,6,2.262245920000000000,6
2/26/2016 7:00:00 PM,2.079183040000000000,6,2.568840853000000000,6,1.711194613000000000,6
2/26/2016 8:00:00 PM,1.927487466000000000,6,3.033762453000000000,6,1.782572000000000000,6
2/26/2016 9:00:00 PM,2.114946240000000000,6,3.233067786000000000,6,2.325800106000000000,6
2/26/2016 10:00:00 PM,1.814013813000000000,6,3.959284266000000000,6,2.173210453000000000,6
2/26/2016 11:00:00 PM,2.162034453000000000,6,4.445812800000000000,6,2.813893280000000000,6
2/27/2016 12:00:00 AM,2.157415040000000000,6,4.207391466000000000,6,2.419678506000000000,6
