Site Name:,Snake Range West Pinyon-Juniper,,Snake Range West Subalpine,,Snake Range West Montane,
Deployment:,Wind velocity monitor,,Wind velocity monitor,,Wind velocity monitor,
Monitored System:,Atmosphere,,Atmosphere,,Atmosphere,
Measured Property:,Wind speed,,Wind speed,,Wind speed,
Vertical Offset from Surface:,10m height,,10m height,,10m height,
Units:,m/s,,m/s,,m/s,
Measurement Type:,Average,,Average,,Average,
Aggregation interval:,1-Hour aggregates of 00:10:00 data,,1-Hour aggregates of 00:10:00 data,,1-Hour aggregates of 00:10:00 data,
Time Stamp ((UTC-08:00) Pacific Time (US & Canada)),Aggregated Value,Number of Constituient Values,Aggregated Value,Number of Constituient Values,Aggregated Value,Number of Constituient Values
6/1/2016 10:00:00 PM,1.433359253000000000,6,1.423077333000000000,6,0.928055040000000000,6
6/1/2016 11:00:00 PM,1.305207786000000000,6,1.065519840000000000,6,1.508685493000000000,6
6/2/2016 12:00:00 AM,1.405121226000000000,6,1.373306880000000000,6,0.589943786000000000,6
6/2/2016 1:00:00 AM,0.772485120000000000,6,0.571466133000000000,6,1.572090666000000000,6
6/2/2016 2:00:00 AM,0.685014293000000000,6,0.912110613000000000,6,2.413270933000000000,6
6/2/2016 3:00:00 AM,0.862042133000000000,6,1.965485866000000000,6,2.417964853000000000,6
6/2/2016 4:00:00 AM,0.738808106000000000,6,2.605051093000000000,6,2.402840000000000000,6
6/2/2016 5:00:00 AM,1.208423626000000000,6,2.835053173000000000,6,3.268830986000000000,6
6/2/2016 6:00:00 AM,1.864082293000000000,6,3.286191040000000000,6,2.891454720000000000,6
6/2/2016 7:00:00 AM,2.050721493000000000,6,2.393154133000000000,6,2.125526186000000000,6
6/2/2016 8:00:00 AM,1.439915840000000000,6,2.298232640000000000,6,2.093711840000000000,6
6/2/2016 9:00:00 AM,2.155030826000000000,6,2.516686186000000000,6,0.951897173000000000,6
6/2/2016 10:00:00 AM,1.451389866000000000,6,2.537622560000000000,6,1.108137653000000000,6
6/2/2016 11:00:00 AM,1.708884906000000000,6,3.266148746000000000,6,1.237555733000000000,6
6/2/2016 12:00:00 PM,2.460582666000000000,6,3.724215733000000000,6,1.854172906000000000,6
6/2/2016 1:00:00 PM,2.751307680000000000,6,3.644344586000000000,6,2.284895946000000000,6
6/2/2016 2:00:00 PM,4.349848213000000000,6,4.749054933000000000,6,2.514376480000000000,6
6/2/2016 3:00:00 PM,3.412181813000000000,6,4.726702933000000000,6,2.011680000000000000,6
6/2/2016 4:00:00 PM,3.749026453000000000,6,3.943637866000000000,6,1.812896213000000000,6
6/2/2016 5:00:00 PM,4.368325866000000000,6,4.047947200000000000,6,2.115244266000000000,6
6/2/2016 6:00:00 PM,2.692372906000000000,6,4.859324800000000000,6,2.346512960000000000,6
6/2/2016 7:00:00 PM,1.860356960000000000,6,3.489296213000000000,6,1.419277493000000000,6
6/2/2016 8:00:00 PM,2.142737226000000000,6,2.295848426000000000,6,1.334637920000000000,6
6/2/2016 9:00:00 PM,1.545268266000000000,6,2.103174186000000000,6,1.697932426000000000,6
6/2/2016 10:00:00 PM,1.451389866000000000,6,2.981086240000000000,6,3.090834560000000000,6
6/2/2016 11:00:00 PM,1.893363413000000000,6,2.183194346000000000,6,2.298679680000000000,6
6/3/2016 12:00:00 AM,2.040290560000000000,6,1.503991573000000000,6,1.932330400000000000,6
